id_vente,produit_id,date,pays,canal,quantité,remise
3024,736,2025-03-02,France,Mobile app,1,3.16
3025,491,2025-06-08,Italie,Email,4,15.68
3026,925,2024-07-01,Allemagne,Réseaux sociaux,1,13.19
3027,150,2024-07-05,Espagne,Mobile app,2,6.89
3028,468,2025-02-20,Italie,Site web,3,27.17
3029,966,2024-11-03,Italie,Réseaux sociaux,1,18.05
3030,701,2024-10-03,France,Site web,1,10.42
3031,43,2024-09-04,Belgique,Réseaux sociaux,4,29.88
3032,945,2024-11-30,Espagne,Réseaux sociaux,1,4.13
3033,29,2024-09-20,Allemagne,Mobile app,2,25.44
3034,874,2024-10-22,France,Site web,4,6.92
3035,632,2025-02-09,Allemagne,Mobile app,1,7.19
3036,849,2025-04-23,Allemagne,Réseaux sociaux,3,14.94
3037,31,2025-05-26,Italie,Email,4,19.86
3038,693,2025-04-05,France,Email,3,20.71
3039,674,2024-12-07,France,Réseaux sociaux,3,0.66
3040,128,2024-07-01,Espagne,Site web,4,8.61
3041,767,2024-07-25,Belgique,Site web,1,19.82
3042,294,2025-03-29,Allemagne,Site web,1,26.69
3043,441,2024-07-05,Espagne,Email,3,20.1
3044,869,2025-06-09,Espagne,Mobile app,1,7.98
3045,388,2025-01-09,Allemagne,Site web,4,15.23
3046,766,2024-08-22,Italie,Mobile app,3,19.43
3047,642,2024-08-15,Italie,Site web,2,4.06
3048,524,2025-04-16,Allemagne,Site web,2,16.35
3049,547,2024-06-26,France,Site web,2,14.15
3050,710,2024-12-20,Belgique,Mobile app,1,10.1
3051,760,2024-12-31,Italie,Mobile app,2,18.71
3052,110,2024-07-30,Belgique,Mobile app,2,19.09
3053,328,2024-07-12,Espagne,Réseaux sociaux,3,29.14
3054,405,2025-05-28,Espagne,Email,4,12.85
3055,245,2024-09-14,Allemagne,Réseaux sociaux,3,15.94
3056,762,2025-03-22,Allemagne,Email,3,4.73
3057,878,2024-12-04,Allemagne,Réseaux sociaux,2,16.45
3058,829,2025-01-31,Italie,Email,3,1.08
3059,163,2025-01-26,Belgique,Mobile app,2,4.5
3060,560,2024-10-19,Espagne,Email,1,5.14
3061,399,2024-11-24,Belgique,Site web,2,18.98
3062,583,2024-08-31,Italie,Mobile app,4,17.02
3063,399,2025-04-01,Belgique,Réseaux sociaux,3,23.94
3064,493,2025-03-04,Belgique,Site web,4,13.93
3065,646,2025-05-29,Allemagne,Site web,4,14.25
3066,239,2024-10-19,Belgique,Mobile app,3,4.85
3067,465,2024-09-12,Belgique,Site web,3,22.28
3068,580,2025-04-13,Belgique,Mobile app,3,0.11
3069,790,2024-07-27,France,Email,4,12.75
3070,32,2024-10-19,Espagne,Mobile app,1,5.65
3071,123,2024-09-11,Espagne,Mobile app,4,23.13
3072,534,2024-07-23,Belgique,Réseaux sociaux,1,20.2
3073,667,2024-09-15,Allemagne,Site web,2,21.2
3074,110,2025-03-28,Allemagne,Réseaux sociaux,3,4.46
3075,271,2024-11-22,Allemagne,Réseaux sociaux,4,20.06
3076,380,2025-05-18,Espagne,Réseaux sociaux,1,20.73
3077,300,2024-08-31,Italie,Réseaux sociaux,1,0.08
3078,627,2024-11-07,Belgique,Réseaux sociaux,1,9.53
3079,982,2025-05-27,Espagne,Site web,3,2.62
3080,732,2024-09-08,Allemagne,Site web,1,20.44
3081,742,2024-07-13,Espagne,Site web,3,6.36
3082,764,2024-12-14,Espagne,Réseaux sociaux,4,7.94
3083,249,2025-01-28,Espagne,Site web,1,2.35
3084,521,2024-12-20,Allemagne,Réseaux sociaux,1,14.51
3085,34,2024-07-06,Italie,Site web,3,0.99
3086,228,2025-05-26,France,Site web,3,25.37
3087,585,2024-12-01,Belgique,Site web,4,0.79
3088,399,2024-08-10,Belgique,Site web,3,1.85
3089,958,2024-09-06,Espagne,Mobile app,4,19.21
3090,813,2025-06-10,Italie,Site web,4,27.51
3091,724,2025-02-06,Allemagne,Site web,1,26.76
3092,584,2024-12-08,France,Mobile app,2,2.51
3093,570,2024-08-23,France,Email,2,8.65
3094,220,2024-11-12,Espagne,Email,3,15.63
3095,371,2024-11-07,Espagne,Mobile app,3,0.8
3096,787,2024-08-06,Allemagne,Email,2,15.86
3097,761,2024-12-09,Allemagne,Site web,4,13.43
3098,528,2025-03-21,Allemagne,Réseaux sociaux,2,17.65
3099,75,2024-08-29,Espagne,Réseaux sociaux,4,27.61
3100,618,2025-02-15,Italie,Site web,4,8.24
3101,136,2024-11-01,Espagne,Site web,3,19.17
3102,929,2024-09-27,Espagne,Email,3,12.89
3103,74,2024-09-01,France,Mobile app,3,13.05
3104,254,2024-10-23,Allemagne,Réseaux sociaux,2,19.42
3105,18,2024-08-03,Belgique,Site web,2,28.54
3106,931,2024-06-27,Allemagne,Mobile app,2,25.89
3107,43,2025-03-10,Italie,Mobile app,4,19.19
3108,50,2025-01-21,Italie,Site web,3,13.85
3109,515,2024-07-08,Allemagne,Mobile app,1,12.72
3110,744,2024-10-01,Allemagne,Réseaux sociaux,2,23.61
3111,731,2024-08-07,Espagne,Réseaux sociaux,1,6.55
3112,571,2024-07-28,Belgique,Mobile app,1,17.63
3113,796,2025-05-11,Espagne,Site web,2,15.15
3114,814,2024-12-12,France,Mobile app,2,19.48
3115,576,2024-12-10,France,Email,2,5.62
3116,582,2024-11-24,Italie,Site web,3,20.87
3117,303,2024-08-20,Italie,Site web,1,18.81
3118,142,2025-04-06,Belgique,Site web,4,5.4
3119,903,2024-10-26,Italie,Réseaux sociaux,1,13.49
3120,202,2024-09-08,France,Site web,4,20.36
3121,207,2025-05-25,Belgique,Site web,1,27.05
3122,415,2024-10-07,France,Réseaux sociaux,1,3.66
3123,221,2025-02-04,Allemagne,Réseaux sociaux,3,0.26
3124,362,2024-08-14,Allemagne,Réseaux sociaux,4,4.95
3125,758,2025-04-17,Belgique,Site web,2,29.68
3126,81,2025-04-19,Espagne,Site web,2,23.05
3127,763,2025-02-17,Italie,Réseaux sociaux,3,18.43
3128,563,2025-02-07,Belgique,Réseaux sociaux,2,3.99
3129,285,2025-06-01,Italie,Email,1,12.48
3130,369,2024-08-19,France,Réseaux sociaux,3,21.46
3131,492,2025-01-25,Espagne,Mobile app,4,26.88
3132,911,2025-01-15,Italie,Email,3,11.45
3133,896,2025-05-13,Allemagne,Réseaux sociaux,1,29.99
3134,346,2024-09-12,Allemagne,Réseaux sociaux,3,4.19
3135,204,2024-07-18,France,Réseaux sociaux,1,11.61
3136,25,2024-11-21,Belgique,Réseaux sociaux,3,26.26
3137,957,2025-05-13,Italie,Mobile app,4,19.5
3138,553,2025-01-03,France,Réseaux sociaux,4,24.33
3139,69,2024-12-21,Allemagne,Site web,2,27.23
3140,516,2025-05-15,Allemagne,Email,1,15.22
3141,492,2024-09-07,Allemagne,Réseaux sociaux,2,7.04
3142,240,2025-01-30,Espagne,Site web,3,20.81
3143,361,2024-12-15,Espagne,Mobile app,3,16.9
3144,441,2025-05-06,Allemagne,Email,3,23.18
3145,31,2024-12-11,Belgique,Réseaux sociaux,3,15.35
3146,899,2024-10-01,Espagne,Email,4,24.33
3147,629,2024-06-20,Italie,Réseaux sociaux,3,27.06
3148,707,2025-03-25,Espagne,Mobile app,4,22.49
3149,602,2024-11-28,Italie,Mobile app,2,22.31
3150,690,2025-03-27,Espagne,Email,4,17.62
3151,657,2025-05-19,Allemagne,Email,4,14.15
3152,956,2024-09-18,Italie,Email,1,29.18
3153,714,2024-09-19,Belgique,Mobile app,3,19.35
3154,322,2024-10-20,Espagne,Site web,3,25.21
3155,344,2024-11-30,Espagne,Email,3,15.16
3156,715,2025-01-26,Allemagne,Réseaux sociaux,2,16.65
3157,536,2024-09-09,Italie,Mobile app,3,19.89
3158,355,2025-05-27,Allemagne,Email,3,21.86
3159,471,2025-06-10,Italie,Mobile app,3,13.45
3160,928,2025-01-30,Espagne,Email,1,10.69
3161,983,2024-08-11,Espagne,Mobile app,4,7.18
3162,994,2025-06-04,Espagne,Mobile app,1,12.71
3163,105,2025-01-23,Espagne,Email,3,6.34
3164,787,2025-05-29,France,Réseaux sociaux,4,12.5
3165,322,2024-06-16,Espagne,Mobile app,1,26.24
3166,572,2024-11-24,Espagne,Réseaux sociaux,3,29.31
3167,883,2024-07-02,Italie,Réseaux sociaux,3,17.31
3168,962,2024-06-30,Espagne,Mobile app,1,4.38
3169,527,2024-12-14,Espagne,Mobile app,4,12.83
3170,504,2025-03-26,Italie,Mobile app,4,18.06
3171,85,2025-04-09,Espagne,Réseaux sociaux,1,11.12
3172,931,2024-12-27,Espagne,Mobile app,3,6.15
3173,709,2024-06-28,Allemagne,Mobile app,4,6.8
3174,235,2024-11-27,France,Mobile app,1,14.22
3175,923,2025-01-07,Italie,Mobile app,1,6.49
3176,856,2024-11-15,Allemagne,Email,1,7.49
3177,263,2024-12-18,Belgique,Mobile app,4,26.19
3178,6,2025-04-25,Belgique,Réseaux sociaux,2,23.37
3179,494,2025-04-20,France,Réseaux sociaux,2,1.66
3180,893,2025-03-12,Belgique,Site web,2,9.61
3181,289,2025-04-29,France,Email,2,15.96
3182,570,2024-07-23,Belgique,Email,2,1.82
3183,945,2024-12-07,Belgique,Site web,3,20.5
3184,657,2024-12-24,Allemagne,Réseaux sociaux,1,11.53
3185,878,2024-09-16,Belgique,Réseaux sociaux,2,11.92
3186,554,2024-07-17,France,Mobile app,4,7.96
3187,350,2025-01-17,Espagne,Site web,1,10.02
3188,200,2025-04-03,Espagne,Réseaux sociaux,4,25.85
3189,936,2024-06-19,Espagne,Site web,4,23.66
3190,686,2025-03-11,France,Site web,4,28.07
3191,967,2025-03-26,France,Email,3,20.97
3192,966,2024-11-19,Espagne,Réseaux sociaux,4,17.34
3193,964,2024-09-07,Belgique,Réseaux sociaux,1,7.78
3194,897,2024-08-05,Espagne,Mobile app,1,20.01
3195,335,2024-11-01,Italie,Réseaux sociaux,3,27.18
3196,607,2024-10-07,France,Email,3,2.07
3197,217,2024-09-15,Italie,Réseaux sociaux,1,13.29
3198,623,2025-02-21,Italie,Mobile app,1,4.48
3199,353,2024-07-20,France,Réseaux sociaux,4,24.32
3200,692,2024-06-21,Espagne,Site web,4,18.42
3201,675,2024-12-18,Allemagne,Email,3,26.39
3202,631,2025-03-01,Italie,Mobile app,2,1.89
3203,325,2024-10-11,Espagne,Mobile app,4,27.17
3204,901,2024-08-16,Allemagne,Site web,4,2.02
3205,228,2025-03-15,Italie,Email,2,8.63
3206,145,2024-12-10,Espagne,Réseaux sociaux,4,4.68
3207,949,2025-05-14,Italie,Email,2,4.36
3208,308,2025-01-22,Espagne,Email,2,5.15
3209,654,2025-04-01,Belgique,Email,1,14.41
3210,634,2025-01-27,Belgique,Email,2,23.53
3211,285,2024-06-24,France,Email,2,26.95
3212,392,2024-12-08,Allemagne,Email,3,17.01
3213,738,2024-12-12,Italie,Site web,3,4.73
3214,360,2025-04-10,Italie,Mobile app,3,2.38
3215,769,2024-08-07,Espagne,Site web,4,14.82
3216,797,2025-05-20,Allemagne,Réseaux sociaux,3,22.96
3217,932,2025-03-15,Italie,Mobile app,1,18.6
3218,947,2024-11-19,Allemagne,Mobile app,1,17.48
3219,165,2024-08-25,Allemagne,Réseaux sociaux,1,1.44
3220,733,2025-04-17,Belgique,Mobile app,4,12.35
3221,581,2025-05-19,Italie,Réseaux sociaux,2,16.51
3222,821,2024-11-05,Italie,Email,2,17.95
3223,224,2025-02-13,France,Email,1,0.14
3224,124,2024-12-12,Allemagne,Mobile app,2,5.99
3225,948,2025-03-15,Espagne,Mobile app,2,28.49
3226,344,2025-02-15,Belgique,Email,2,15.26
3227,851,2024-06-15,France,Email,4,21.11
3228,524,2025-05-15,Belgique,Réseaux sociaux,2,9.25
3229,52,2025-02-13,Espagne,Mobile app,2,17.56
3230,129,2024-07-12,France,Mobile app,4,10.69
3231,135,2024-11-11,Belgique,Site web,3,8.91
3232,657,2025-05-27,Espagne,Email,1,12.34
3233,127,2025-03-10,France,Email,4,13.79
3234,738,2024-10-22,Espagne,Mobile app,4,9.93
3235,939,2025-01-07,France,Site web,1,7.74
3236,71,2024-06-27,Italie,Réseaux sociaux,2,18.71
3237,273,2024-10-08,Italie,Réseaux sociaux,2,11.42
3238,187,2024-11-27,Belgique,Email,4,6.05
3239,3,2025-04-03,Allemagne,Site web,3,22.75
3240,285,2024-09-27,Allemagne,Site web,1,21.71
3241,22,2025-03-13,Espagne,Réseaux sociaux,3,26.6
3242,166,2025-02-07,France,Email,4,16.65
3243,310,2025-01-11,Italie,Mobile app,3,8.38
3244,875,2025-01-24,Allemagne,Site web,4,25.91
3245,477,2025-04-19,Italie,Mobile app,1,8.41
3246,498,2024-09-03,Espagne,Email,3,19.67
3247,434,2025-04-16,Espagne,Réseaux sociaux,3,5.71
3248,758,2025-03-07,France,Site web,1,18.88
3249,234,2024-07-16,Allemagne,Mobile app,1,25.23
3250,837,2025-02-10,Espagne,Site web,4,16.2
3251,670,2025-05-23,Espagne,Site web,4,14.13
3252,663,2024-10-23,Italie,Site web,4,29.8
3253,725,2025-03-27,Belgique,Email,4,0.67
3254,376,2025-06-12,Allemagne,Mobile app,4,9.95
3255,730,2024-07-06,France,Site web,1,27.56
3256,246,2024-12-31,France,Mobile app,3,19.28
3257,303,2025-06-03,Italie,Email,2,16.26
3258,405,2025-03-04,France,Site web,2,19.13
3259,788,2024-11-03,Espagne,Site web,4,9.66
3260,663,2025-05-25,Allemagne,Site web,2,2.14
3261,708,2024-07-05,France,Mobile app,3,8.25
3262,917,2024-07-28,Allemagne,Mobile app,3,10.09
3263,21,2024-11-10,France,Site web,4,14.4
3264,257,2024-11-03,Belgique,Mobile app,2,11.82
3265,399,2024-12-12,Belgique,Mobile app,1,15.63
3266,529,2025-02-10,Allemagne,Site web,1,5.88
3267,51,2024-06-30,Belgique,Site web,4,5.52
3268,447,2024-11-03,Belgique,Réseaux sociaux,3,10.55
3269,270,2024-11-04,Espagne,Réseaux sociaux,2,14.21
3270,827,2024-08-22,France,Site web,3,10.25
3271,595,2025-02-21,Belgique,Email,4,17.3
3272,818,2025-01-18,Allemagne,Site web,3,9.3
3273,636,2025-03-15,Espagne,Site web,2,5.32
3274,802,2024-07-11,Belgique,Site web,3,25.88
3275,262,2025-01-18,Allemagne,Site web,4,6.02
3276,365,2025-03-17,France,Site web,1,29.0
3277,49,2025-04-11,Belgique,Site web,1,29.62
3278,518,2024-09-02,Allemagne,Site web,2,20.9
3279,629,2024-08-07,Allemagne,Site web,4,15.06
3280,118,2024-10-23,Italie,Réseaux sociaux,4,23.86
3281,453,2024-09-15,Allemagne,Réseaux sociaux,3,26.2
3282,775,2025-01-10,Italie,Réseaux sociaux,1,21.29
3283,865,2024-07-29,France,Email,2,3.06
3284,973,2025-02-22,France,Mobile app,2,0.09
3285,947,2024-12-17,Espagne,Email,2,5.76
3286,886,2025-03-28,Italie,Email,3,5.66
3287,641,2025-06-14,Allemagne,Site web,4,5.48
3288,397,2025-04-03,Espagne,Réseaux sociaux,2,15.29
3289,683,2025-01-26,Espagne,Site web,3,15.6
3290,27,2025-05-19,France,Site web,2,21.69
3291,711,2025-03-14,Allemagne,Réseaux sociaux,3,6.04
3292,372,2024-09-04,Italie,Site web,1,2.78
3293,899,2025-04-03,France,Mobile app,3,19.98
3294,826,2025-03-31,Espagne,Mobile app,4,14.52
3295,857,2025-04-06,Belgique,Email,1,19.99
3296,97,2024-09-10,Espagne,Réseaux sociaux,1,11.42
3297,1000,2024-10-17,Belgique,Mobile app,2,22.52
3298,529,2024-10-29,France,Email,1,20.48
3299,685,2025-05-29,Italie,Site web,3,19.51
3300,974,2024-09-26,Allemagne,Email,4,0.83
3301,613,2024-12-27,Belgique,Email,1,25.74
3302,186,2025-03-06,Allemagne,Mobile app,4,11.3
3303,696,2024-11-26,France,Email,3,4.07
3304,950,2024-09-30,France,Réseaux sociaux,3,22.67
3305,215,2024-07-06,France,Site web,4,14.59
3306,251,2024-07-09,Italie,Réseaux sociaux,3,0.96
3307,216,2024-11-06,Belgique,Site web,4,23.46
3308,29,2024-10-27,Allemagne,Réseaux sociaux,2,13.05
3309,102,2024-12-07,Espagne,Site web,3,22.65
3310,123,2024-12-20,France,Réseaux sociaux,2,22.67
3311,54,2024-12-26,Allemagne,Site web,1,3.0
3312,283,2025-01-05,Allemagne,Mobile app,1,18.4
3313,614,2025-05-03,Italie,Email,2,10.8
3314,117,2024-08-01,Belgique,Email,1,16.39
3315,616,2024-12-14,Italie,Email,1,2.66
3316,557,2025-03-17,Italie,Email,1,17.65
3317,114,2025-01-07,Allemagne,Site web,1,23.33
3318,855,2025-03-05,Belgique,Réseaux sociaux,3,29.6
3319,543,2025-05-01,Belgique,Réseaux sociaux,1,9.61
3320,676,2025-01-07,Belgique,Mobile app,3,4.65
3321,977,2025-05-30,France,Email,4,10.98
3322,701,2024-10-06,Belgique,Email,1,0.58
3323,293,2024-12-07,Allemagne,Mobile app,4,12.26
3324,195,2025-02-11,France,Email,2,27.44
3325,292,2024-11-04,Espagne,Mobile app,2,5.83
3326,887,2025-04-21,Italie,Email,3,14.33
3327,261,2025-03-03,Belgique,Réseaux sociaux,2,17.18
3328,942,2025-03-11,Espagne,Mobile app,3,5.4
3329,207,2025-04-25,Belgique,Réseaux sociaux,4,9.9
3330,564,2025-06-15,Italie,Email,4,27.34
3331,49,2025-05-23,Allemagne,Réseaux sociaux,1,8.87
3332,6,2024-07-10,Allemagne,Réseaux sociaux,4,19.06
3333,379,2024-08-27,Italie,Site web,2,4.11
3334,394,2025-05-27,Espagne,Email,3,20.1
3335,886,2025-05-24,France,Site web,3,8.37
3336,224,2024-12-09,France,Mobile app,1,6.94
3337,23,2024-07-18,Belgique,Site web,1,3.72
3338,657,2024-07-16,Italie,Email,2,1.4
3339,110,2024-11-13,Italie,Site web,3,29.04
3340,724,2025-05-29,France,Site web,1,12.42
3341,812,2024-08-23,Espagne,Email,4,23.33
3342,553,2024-10-04,Italie,Réseaux sociaux,2,27.6
3343,399,2024-07-14,Allemagne,Mobile app,4,6.12
3344,172,2024-07-27,Allemagne,Site web,3,26.1
3345,698,2024-08-17,Italie,Email,1,21.24
3346,726,2024-09-30,Espagne,Site web,2,17.34
3347,306,2024-07-28,Allemagne,Mobile app,2,24.27
3348,564,2025-03-12,Espagne,Mobile app,1,3.32
3349,582,2024-08-11,France,Mobile app,1,7.91
3350,708,2024-12-24,Belgique,Site web,3,3.93
3351,959,2024-08-12,France,Réseaux sociaux,4,26.88
3352,954,2025-05-20,Belgique,Réseaux sociaux,4,2.96
3353,151,2024-09-02,Allemagne,Réseaux sociaux,4,29.4
3354,428,2025-01-03,Belgique,Email,3,3.3
3355,621,2025-02-13,Belgique,Réseaux sociaux,1,19.85
3356,467,2024-06-23,Italie,Réseaux sociaux,2,19.81
3357,630,2024-10-06,Belgique,Mobile app,4,27.94
3358,877,2024-11-23,Italie,Email,1,9.69
3359,607,2025-03-07,Belgique,Mobile app,4,9.96
3360,768,2025-01-11,Italie,Site web,3,25.39
3361,556,2025-06-11,Allemagne,Site web,3,29.36
3362,948,2024-08-05,Allemagne,Mobile app,1,0.9
3363,67,2024-12-16,Belgique,Email,3,19.06
3364,156,2024-10-27,Espagne,Réseaux sociaux,2,7.31
3365,835,2024-11-25,Allemagne,Réseaux sociaux,3,21.84
3366,206,2024-12-04,France,Email,2,23.18
3367,786,2025-03-28,France,Réseaux sociaux,4,22.88
3368,155,2025-02-20,Italie,Réseaux sociaux,3,13.07
3369,691,2024-06-23,Espagne,Mobile app,2,4.73
3370,509,2024-10-06,Italie,Site web,4,17.54
3371,572,2024-08-27,Belgique,Email,4,23.67
3372,74,2024-07-09,Allemagne,Email,4,27.37
3373,49,2024-06-23,Espagne,Réseaux sociaux,4,13.58
3374,783,2025-05-19,Italie,Réseaux sociaux,1,7.37
3375,467,2025-04-22,Italie,Site web,2,3.56
3376,585,2024-09-13,France,Email,1,23.93
3377,708,2025-05-05,Belgique,Mobile app,4,16.06
3378,911,2025-01-02,Italie,Site web,3,20.23
3379,179,2025-02-20,France,Mobile app,2,4.78
3380,48,2024-10-23,Espagne,Site web,2,0.2
3381,72,2024-11-21,Italie,Mobile app,4,29.03
3382,113,2025-01-25,France,Mobile app,3,24.33
3383,757,2024-10-26,Belgique,Mobile app,3,12.0
3384,897,2025-02-24,Allemagne,Email,2,13.71
3385,903,2025-02-20,Espagne,Réseaux sociaux,1,27.87
3386,821,2025-04-16,Italie,Email,3,6.23
3387,159,2024-10-19,France,Mobile app,2,24.08
3388,786,2024-12-20,Italie,Réseaux sociaux,3,0.54
3389,780,2025-01-31,Allemagne,Mobile app,4,26.27
3390,816,2025-02-28,Italie,Site web,3,17.68
3391,30,2025-03-12,Italie,Réseaux sociaux,1,14.33
3392,97,2025-01-06,France,Email,1,21.19
3393,251,2025-05-07,Allemagne,Mobile app,1,2.03
3394,519,2025-01-14,Espagne,Réseaux sociaux,2,5.87
3395,92,2024-12-04,France,Email,3,12.21
3396,113,2024-12-09,Allemagne,Site web,1,18.54
3397,259,2024-10-11,Allemagne,Mobile app,4,4.34
3398,107,2025-01-21,Italie,Email,4,11.38
3399,575,2024-08-05,Belgique,Réseaux sociaux,4,7.83
3400,390,2025-05-29,Belgique,Site web,2,19.37
3401,991,2025-04-17,Espagne,Mobile app,1,27.58
3402,358,2024-10-12,Italie,Email,1,4.98
3403,783,2024-08-20,Belgique,Site web,3,5.68
3404,199,2025-04-17,France,Site web,2,18.02
3405,427,2024-09-23,Espagne,Email,4,13.61
3406,478,2024-09-11,Italie,Mobile app,3,21.54
3407,859,2024-12-20,France,Email,4,8.64
3408,849,2024-11-06,Belgique,Site web,4,16.34
3409,503,2024-10-04,Belgique,Site web,1,11.6
3410,658,2025-04-09,Belgique,Réseaux sociaux,3,8.44
3411,918,2025-05-09,Belgique,Mobile app,2,21.88
3412,573,2024-07-03,Allemagne,Email,4,23.88
3413,120,2024-08-11,Espagne,Mobile app,1,9.87
3414,573,2024-10-30,Espagne,Mobile app,1,18.69
3415,309,2024-10-03,Belgique,Site web,4,5.36
3416,538,2024-12-09,Espagne,Réseaux sociaux,1,23.73
3417,627,2024-08-18,France,Email,1,8.44
3418,475,2025-02-10,France,Email,4,5.13
3419,552,2025-06-08,Espagne,Réseaux sociaux,2,28.2
3420,344,2024-08-16,Belgique,Réseaux sociaux,4,12.67
3421,628,2025-03-18,Italie,Site web,3,19.3
3422,136,2025-01-08,Belgique,Site web,4,24.28
3423,277,2024-10-03,Allemagne,Email,4,20.58
3424,989,2024-08-24,Italie,Réseaux sociaux,2,16.94
3425,811,2024-08-22,Allemagne,Mobile app,4,11.15
3426,533,2025-05-06,Espagne,Mobile app,4,27.56
3427,899,2025-03-17,Allemagne,Réseaux sociaux,1,4.01
3428,31,2025-03-11,Espagne,Email,4,26.52
3429,247,2025-06-01,Allemagne,Mobile app,2,21.3
3430,411,2025-02-28,Italie,Mobile app,1,17.14
3431,27,2025-04-19,Allemagne,Réseaux sociaux,4,9.74
3432,73,2024-08-13,Belgique,Site web,1,4.38
3433,953,2024-08-16,Espagne,Mobile app,3,13.29
3434,97,2024-09-15,France,Site web,4,23.51
3435,673,2024-07-30,Allemagne,Mobile app,4,22.36
3436,346,2024-06-30,Espagne,Email,1,19.36
3437,476,2024-10-15,France,Site web,4,29.77
3438,300,2025-01-24,Espagne,Email,4,29.18
3439,299,2024-08-03,Espagne,Site web,2,12.0
3440,287,2024-12-03,France,Réseaux sociaux,4,5.78
3441,885,2024-09-24,France,Réseaux sociaux,2,13.92
3442,449,2024-11-05,Italie,Mobile app,3,25.34
3443,212,2024-08-25,Allemagne,Email,3,13.76
3444,76,2024-09-02,Allemagne,Site web,1,10.08
3445,401,2025-01-19,Espagne,Email,1,22.24
3446,655,2025-03-16,Belgique,Email,1,19.5
3447,34,2024-06-28,Belgique,Mobile app,1,29.06
3448,498,2025-02-28,Espagne,Réseaux sociaux,4,16.48
3449,848,2024-10-16,Italie,Site web,2,29.02
3450,516,2024-10-26,France,Mobile app,1,8.73
3451,328,2024-08-11,Espagne,Email,3,25.94
3452,98,2024-11-06,Allemagne,Réseaux sociaux,4,10.53
3453,366,2024-12-06,Belgique,Réseaux sociaux,2,24.29
3454,729,2025-01-10,Belgique,Site web,2,27.78
3455,463,2024-08-17,Belgique,Réseaux sociaux,1,18.7
3456,28,2025-01-08,Italie,Email,1,21.86
3457,713,2024-10-10,Allemagne,Réseaux sociaux,2,28.76
3458,386,2024-08-01,Italie,Email,3,11.25
3459,273,2025-06-07,France,Site web,1,15.35
3460,826,2024-06-24,Espagne,Email,2,26.95
3461,127,2024-11-19,Espagne,Réseaux sociaux,4,20.18
3462,202,2025-06-11,Belgique,Réseaux sociaux,2,26.21
3463,521,2024-12-25,Belgique,Site web,1,18.55
3464,287,2025-04-09,France,Site web,4,22.19
3465,450,2024-08-10,Italie,Réseaux sociaux,3,0.39
3466,88,2024-12-09,Allemagne,Site web,2,10.19
3467,318,2025-06-10,France,Email,2,23.11
3468,19,2024-10-17,Espagne,Mobile app,2,12.12
3469,593,2024-08-14,Espagne,Email,4,10.89
3470,107,2024-06-16,Italie,Email,1,28.55
3471,458,2025-03-28,France,Site web,2,16.58
3472,311,2025-01-13,Allemagne,Mobile app,4,5.77
3473,412,2024-12-29,France,Réseaux sociaux,2,14.17
3474,742,2024-10-21,France,Site web,1,15.56
3475,624,2025-02-21,Italie,Email,4,29.66
3476,732,2025-03-15,Allemagne,Mobile app,3,21.55
3477,635,2024-10-07,Espagne,Site web,2,15.58
3478,498,2024-12-16,Belgique,Email,1,12.96
3479,244,2025-05-28,Allemagne,Email,3,27.46
3480,690,2024-10-05,Espagne,Réseaux sociaux,1,19.38
3481,577,2025-04-03,Italie,Réseaux sociaux,3,10.68
3482,380,2025-01-23,Allemagne,Mobile app,1,13.94
3483,515,2025-02-28,Allemagne,Email,3,8.34
3484,207,2024-08-11,Espagne,Email,4,28.81
3485,948,2025-04-21,Espagne,Réseaux sociaux,3,21.06
3486,394,2025-01-20,France,Email,1,11.77
3487,21,2025-03-24,France,Réseaux sociaux,2,5.5
3488,805,2025-06-02,Allemagne,Email,3,5.31
3489,527,2025-06-08,Belgique,Réseaux sociaux,1,14.33
3490,343,2024-12-03,Italie,Réseaux sociaux,2,14.03
3491,718,2024-10-24,Espagne,Mobile app,4,12.53
3492,975,2025-03-09,France,Email,4,25.55
3493,202,2024-07-28,Italie,Email,2,29.38
3494,120,2025-03-26,Allemagne,Réseaux sociaux,1,10.64
3495,649,2024-12-18,Espagne,Email,1,8.84
3496,812,2025-05-30,Espagne,Réseaux sociaux,3,23.1
3497,807,2024-06-30,France,Mobile app,4,13.49
3498,389,2024-08-08,Belgique,Mobile app,4,6.53
3499,537,2025-03-05,Espagne,Réseaux sociaux,4,5.43
3500,824,2025-01-14,Belgique,Site web,4,8.42
3501,234,2024-07-30,Italie,Mobile app,1,0.04
3502,633,2024-10-12,Espagne,Email,4,28.24
3503,602,2024-06-24,Espagne,Réseaux sociaux,2,12.91
3504,320,2024-11-17,Belgique,Réseaux sociaux,1,2.49
3505,712,2025-02-09,France,Mobile app,2,4.95
3506,982,2025-05-07,Allemagne,Réseaux sociaux,2,9.7
3507,180,2024-09-08,Italie,Mobile app,1,16.55
3508,857,2024-12-05,Espagne,Réseaux sociaux,2,21.11
3509,368,2024-10-31,France,Mobile app,2,9.24
3510,76,2024-07-20,Espagne,Email,3,28.73
3511,649,2024-10-19,Italie,Site web,4,22.81
3512,650,2024-07-06,Allemagne,Site web,2,24.77
3513,496,2025-02-06,Espagne,Site web,3,9.71
3514,522,2025-02-19,Belgique,Site web,3,11.43
3515,201,2024-08-29,France,Mobile app,4,16.14
3516,830,2025-01-27,Allemagne,Réseaux sociaux,3,13.55
